,phrase,lf-label
1117, Скорее всего это были бревенчатые срубы но некоторые рабочие жили в землянках,notLF
1118, В одной из землянок нашли остатки керамических изделий развеявшие сомнения ученых о принадлежности завода к XVIII веку,notLF
1119, Такая керамика необожженные грубой лепки горшки из красной глины известна науке давно и потому датируется довольно легко говорит участник экспедиции Николай Меньшенин,notLF
1120, Завод работал безостановочно,LF
1121, В глубине таежных лесов выплавлялись железные и чугунные болванки которые затем расплавляли и превращали в пушки железные брусья и швеллеры,notLF
1122, Все это свозилось на пристань расположенную в 3 4 километрах от завода на берегу Уфы,LF
1123, Именно отсюда уходили караваны со знаменитым демидовским железом в Нижний Новгород откуда товар расходился по всей Европе,notLF
1124, Теневая экономика,notLF
1125, Как и современные коммерсанты уральские промышленники страдали от высоких податей,notLF
1126, Несмотря на громадные прибыли получаемые с предприятий а только объем производимого Демидовыми чугуна составлял в России 40 % от общего производства налогообложение существенно урезало доходы олигархов,LF
1127, Поэтому Никита Демидов пытался решить эту проблему в обход закона и государственной казны,notLF
1128, По версии ученых Азяш-Уфимский завод был построен в такой глуши в отдалении от деревень с труднопроходимыми лесными дорогами с одной единственной целью уйти от налогов,LF
1129, Очевидно что в случае легального ведения бизнеса строительство завода в тайге было бы явно невыгодным,notLF
1130, Да и сами условия работы в забытом богом таежном уголке можно назвать подвигом русского мужика,notLF
1131, Обычно Демидовы использовали труд крепостных крестьян а в верховьях Уфы почему-то прибегли к услугам староверов о чем свидетельствует найденное археологами в районе заводского комплекса староверческое кладбище,LF
1132, Совершенно ясно почему завод строили староверы рассказывает Сергей Боталов,notLF
1133, Дело в том что старообрядческое движение преследовалось официальной церковью и кержаки уходили в тайгу где создавали свои скиты,notLF
1134, Нелегитимностью инаковерцев Никита Демидов и воспользовался,notLF
1135, Во-первых это была дешевая рабочая сила,notLF
1136, А во-вторых утечку информации о строительстве в тайге завода можно было полностью исключить что было важно для производства левой продукции,LF
1137, Гипотеза о том что Азяш-Уфимский завод был теневым предприятием подтверждается еще и тем что на найденных образцах продукции не стояло знаменитого демидовского клейма НД,LF
1138, Такое клеймо археологи обнаружили лишь на остатках лопат возможно привезенных для первостроительства,notLF
1139, К тому же для ученых было загадкой почему найденный завод по современным картам расположен в месте слияния рек Шигир и Уфа а название Азяш-Уфимский говорит о его близости к реке Азяш,LF
1140, Что это результат ошибки картографа или умышленная перестановка названий чтобы избежать приезда казенного люда с проверяющей миссией,notLF
1141, Сергей Боталов не исключает и возможности того что азяш-уфимские металлурги отливали пушки которые потом пошли на вооружение пугачевцев,notLF
1142, Кстати эту версию подтверждает и сюжет картины Михаила Авилова Подвоз пушек Пугачеву на которой изображено как Емельян Пугачев принимает в дар пушки от уральских рабочих,notLF
1143, Впоследствии великий бунтарь не разорил ни одного завода Кыштымского округа и близлежащих районов,notLF
1144, Да и самим промышленникам было невыгодно ссориться с Пугачевым потому что в его лице они могли найти защиту от набегов башкир на заводские поселки,notLF
1145, Башкиры были основными врагами таежных металлургов поэтому на месте будущего строительства в первую очередь возводились оборонительные стены и башни,LF
1146, Земли которые отводились под организацию производства выпадали из тайги являвшейся практически основным источником пропитания местных племен,notLF
1147, В результате набега башкир Азяш-Уфимский завод был сожжен в январе 1774 года просуществовав в общей сложности 15 лет,LF
1148, Восставший из пепла,notLF
1149, Как это ни странно руины завода хорошо сохранились благодаря пожару,notLF
1150, Археологи при раскопках часто находили следы пожарищ,notLF
1151, Завод могли сжечь а механизмы сбросить в рудники и закопать,notLF
1152, Один из таких рудников ученые обнаружили и уверены что часть механизмов можно восстановить,notLF
1153, Наша задача полностью восстановить уникальный памятник говорит Сергей Боталов,notLF
1154, Археологи хотят реанимировать процесс производства XVIII века,notLF
1155, На этом месте они планируют создать объект образовательного туризма где будут проводиться показательные плавка железа и чугуна ковка изделий согласно восстанавливаемым старым технологиям,notLF
1156, На воплощение проекта по расчетам челябинцев уйдет около пяти лет,notLF
1157, Ученые настроены довести проект до конца своими собственными силами благо в команде археологов двенадцать пар крепких рабочих рук готовых повторить подвиг таежных строителей,LF
1158, Но самый трудоемкий процесс по мнению ученых это сбор первичных данных о металлургическом производстве,LF
1159, Археологи изучают промышленную грамоту XVIII века,notLF
1160, Философия мастеров того времени по-своему уникальна,notLF
1161, Уральские металлурги готовились к плавке железа по особому обычаю читали специальные молитвы заготавливали на утренней росе можжевеловые веники и оббивали ими первые листы прокатного железа владели древними рецептами коррозионной стойкости металла,notLF
1162, Все это может стать букварем для современных металлургов поскольку древние мастера имели удивительно простые ноу-хау к сожалению утраченные но лежавшие в основе высочайшего качества продукции,notLF
1163, Например как рассказал Сергей Боталов до сих пор здание Лувра покрыто демидовским кровельным железом и на откосах сохранилось одно из его клейм небольшая рыбка,notLF
1164, Этот материал не ржавеет и обладает удивительной стойкостью,notLF
1165, Наши исследования помогут возродить секреты мастерства уральских металлургов уверен Сергей Боталов,notLF
1166, На войне медицинская сестра Лариса Васильевна Вальцева потеряла слух не совсем но так что приходилось подставлять левое ухо и то если собеседник говорил громко,notLF
1167, Это было тягостно сразу как-то перепутало годы как перемешивают костяшки перед игрой в домино и после войны оказалось что многие из сверстников с кем Лариса Васильевна кончала школу погибли погиб и Миша Неустроев которого она любила,LF
1168, Многое изменилось и в доме где Лариса Васильевна жила с матерью одни уехали в эвакуацию и так и остались работать где-нибудь в Алма-Ате или Бийске а в иных семьях все так переместилось что и не поймешь кто успел жениться или выйти замуж просто выросли дети выросли столь быстро словно война и погнала их в рост ускорила время смешала сроки и вот ей недавней десятикласснице Ларисе Вальцевой уже за тридцать и в ее жизни все так смутно так неустроенно что начинаешь страшиться одиночества,LF
1169, Зеркалам веришь пока молод а потом зеркала начинают фальшивить они лгут и притом None грубо и безжалостно,notLF
1170, Конечно она никогда не была красивой Лариса Васильевна знала это в молодости однако все сглаживается,LF
1171, Но после войны пришло с глухотой уныние от которого обычно так вянут черты лица и Лариса Васильевна чувствовала что она и душевно вянет окружающий мир становился все глуше и дальше а плохо слышащий человек всегда углублен в себя и это невольно его старит,LF
1172, Мать Валентина Игнатьевна долго болела сердцем с войной ее сердечная болезнь обострилась и Лариса Васильевна проводила и мать и осталась совсем одна на белом свете,LF
1173, На похороны матери приехала из Калуги двоюродная сестра Ларисы Васильевны Глаша и когда они остались вдвоем в опустевшей после матери комнате Глаша напрягая голос спросила Как ты теперь будешь жить Ларочка,LF
1174, Лариса Васильевна печально и покорно посмотрела на нее,notLF
1175, Как-нибудь буду жить Глаша ответила она,notLF
1176, Ведь надо как-нибудь жить,notLF
1177, Но это было так неопределенно что Глаша рослая деловая работавшая бухгалтером на спичечной фабрике предложила решительно Знаешь что бросай Москву будем жить вместе,LF
1178, Калуга хороший город тебе понравится,notLF
1179, Найдем тебе какую-нибудь работу полегче,notLF
1180, Лариса Васильевна не расслышала и Глаша повторила все только None громче,notLF
1181, Нет Глашенька я в Москве родилась и училась жила с мамой и в школе у меня такие хорошие товарищи были многих из них уже нет все война я что-нибудь в Москве буду делать,LF
1182, Ее всегда тяготило что надо признаваться как она плохо слышит как мир дальше становится от нее и некоторые из соседей старались только поздороваться и пройти мимо чтобы не кричать ей на ухо и не обижать ее этим,LF
1183, Она сказала еще Война ах страшное это дело Глаша,notLF
1184, Ей казалось что она говорит громко но она сказала это так тихо что Глаша не расслышала и только утвердительно кивнула головой чтобы не переспрашивать,notLF
1185, Глаша уехала в Калугу и Лариса Васильевна осталась одна в комнате где все было еще полно матерью,notLF
1186, Стояла швейная ручная машина матери в резной шкатулке лежало начатое рукоделье на стене висели большие портреты отца и матери когда они были молодыми и мать казалась такой красивой со своими уложенными короной волосами и отец был красивый и сильный с черными усами и высоким лбом,LF
1187, Первый месяц после смерти матери Лариса Васильевна никуда не выходила приводила в порядок вещи матери нашла пачку писем отца к ней когда он был женихом письма были полны любви и нежности и надо было чтобы они не попали кому-нибудь постороннему в руки ведь она осталась совсем одна на белом свете и мало ли что может случиться с ней,LF
1188, Она сложила письма в пакет и написала на нем Сжечь это значило что если с ней случится что-нибудь то письма нужно сжечь не читая их,notLF
1189, В квартире этажом выше жила старая корректорша Людмила Петровна Волжина работавшая несколько десятилетий кряду в одном и том же издательстве,notLF
1190, Людмила Петровна была совсем маленькая совсем седая старушка давно могла уйти на пенсию но не уходила и только чаще брала теперь работу на дом глаза у нее были молодые блестящие и когда она во время работы надевала очки то глаза становились совсем круглыми и даже чуть озорными как у подростка,notLF
1191, Людмила Петровна была всегда быстрая и оживленная словно в ней работал моторчик и ни минуты не оставалась без дела,LF
1192, Она зашла раз к Ларисе Васильевне торопливая и энергичная и энергичным звонким голосом прокричала ей в ухо Что вы милая моя совсем скуксились все мы не вечны а ваша мама уже старенькая была,notLF
1193, Хотите помогать мне по сверке вы будете читать вслух оригинал а я None сверять по верстке и у меня дело пойдет скорее и вы начнете подрабатывать да ведь и литература это целый мир а для начала почитаем один роман из шахтерской жизни,notLF
1194, Автор сам бывший шахтер и очень хорошо описывает как шахтеры в наше время свет увидели и шахта перестала быть для них преисподней а прежде именно преисподней была,LF
1195, Я бы с удовольствием None отозвалась Лариса Васильевна услышав каждое слово звонко произнесенное Волжиной только не знаю справлюсь ли с этим,LF
1196, Еще как справитесь положитесь на меня сказала Волжина уверенно,notLF
1197, Вы пока почитайте сама а завтра мы с вами начнем работать,notLF
1198, Она оставила верстку и Лариса Васильевна принялась читать роман о шахтерах он начинался с детства героя с давних времен когда шахты были для горняков преисподней,notLF
1199, Вы только не торопитесь милая читайте не спеша как вы когда-то вашей маме читали сказала Волжина на другой день когда они сели за работу,notLF
1200, Лариса Васильевна стала читать своим тихим ровным голосом а Волжина по временам останавливала ее и вносила в верстку поправки,LF
1201, Видите сказала она довольно видите как у нас с вами хорошо получается,notLF
1202, А литература добрая вещь она украшает жизнь человека она будит его мысль а уж вернее чем книга друга и не найдешь,notLF
1203, Они сверили роман о шахтерах некоторое время спустя Волжина принесла другую верстку это была повесть из военных лет и Лариса Васильевна потихоньку от Волжиной купила толковый словарь русского языка так как встречались слова которых она не знала,notLF
1204, Жизнь человека богата возможностью делать добро звонко сказала ей в ухо Волжина возможность эта беспредельна,notLF
1205, А где одно добро там и другое это как прилет птиц где одна птица там и целая стая,notLF
1206, Лариса Васильевна слышала каждое слово Волжина говорила с ней так не повышая голоса что всегда можно было услышать каждое слово,notLF
1207, Спасибо вам Людмила Петровна сказала Лариса Васильевна тихо мне так приятно что я хоть чем-то могу быть для вас полезной,notLF
1208, А уйду на пенсию передам вас другим корректорам так что вы теперь с литературой будете связаны,notLF
1209, Вы теперь литературу полюбите конечно попадаются и неважные книги но ведь учишься все же на лучших,notLF
1210, Потом Волжина повела раз Ларису Васильевну в издательство там в корректорской сидело много женщин все были склонены над корректурами и некоторые шевелили губами видимо читая про себя текст,notLF
1211, Заведующая корректорской низенькая полная Розалия Яковлевна с черными усиками и мягкими добрыми глазами сказала Мне Людмила Петровна говорила о вас пожалуйста всегда для вас найдется работа так что имейте это в виду,notLF
1212, Она говорила очень тихо так как в корректорской вообще говорят только шепотом и Лариса Васильевна лишь по выражению ее глаз поняла что та говорит что-то доброе и благодарно пожала ей руку,notLF
1213, Теперь в ее комнате всегда лежали пухлые листы верстки иногда еще совсем влажные и Лариса Васильевна научилась уже и корректорским знакам похожим иногда на клинопись и нередко сама ставила их на полях чтобы обратить внимание Волжиной на ошибку,LF
1214, Как-то когда она несла очередную верстку ее встретил на лестнице преподаватель русского языка Павел Николаевич Устиев,notLF
1215, Устиев был высокий уже начавший сильно седеть но все еще красивый с правильными чертами печального лица,notLF
1216, Год назад у него умерла жена он жил теперь один очень неустроенно и Лариса Васильевна встречала его не раз то в овощном магазине то в молочной то в булочной и всегда можно было почувствовать что он теряет время нужное ему наверное для проверки письменных работ или подготовки к очередному занятию,notLF
1217, Я давно хотел зайти к вам как-нибудь Лариса Васильевна сказал он но не решался,notLF
1218, Может быть вы заглянули бы ко мне пожалуйста,notLF
1219, У меня есть к вам одно дело,notLF
1220, Он говорил раздельно и четко и Лариса Васильевна все услышала,notLF
1221, Хорошо сказала она когда вам удобно,notLF
1222, Они условились что она зайдет завтра после шести когда Устиев вернется с работы,notLF
1223, В его маленькой двухкомнатной квартирке было неприбрано видно было что у него не хватает времени для уборки и на газовой плите в кухне стояли невымытые кастрюльки,notLF
1224, Не знаю Лариса Васильевна как вы отнесетесь к этому сказал Устиев стеснительно,notLF
1225, Но может быть у вас нашлось бы время немножко помогать мне по хозяйству я так занят помимо школы читаю лекции по литературе на вечерних курсах,LF
1226, А просьба моя такая будете покупать себе на обед купите и мне что-нибудь а будете себе готовить и для меня уделите,notLF
1227," Это была бы такая помощь что и не скажешь конечно при условии, что вас это никак не стеснит",notLF
1228, Я не привереда всем буду доволен,notLF
1229, А условия такие все что на обоих нас купите мое ваш только труд ну и еще столько сколько скажете,notLF
1230, Он был все же смущен и ерошил время от времени свои уже начавшие белеть волосы,notLF
1231, Что ж сказала Лариса Васильевна разве я не вижу как вам трудно одному разве я не вижу как вы то в молочной то в булочной а откуда вам взять время,notLF
1232, Я по правде говоря сама как-то подумывала предложить вам буду себе покупать куплю и для вас для меня ведь это никакого труда не составит,LF
1233, Это было бы просто чудесно вздохнул Устиев я только потому и решился обратиться к вам что вашу душу сразу почувствуешь,notLF
1234, И мама ваша такая была я очень ее уважал,notLF
1235, Теперь в жизни Ларисы Васильевны прибавилось еще нечто обязывающее это требовало почти такого же внимания и понимания как верстка в которой дышит литература а литература ведь всегда говорит о людях с их чувствами и делами,notLF
1236, Уже не хотелось покупать наспех и без выбора как она обычно покупала для себя и Лариса Васильевна выискивала что-нибудь повкуснее иногда шла на рынок и когда Устиев возвращался домой то на его газовой плите все стояло готовое и оставалось только разогреть,notLF
1237, Ему не надо было заходить после занятий в магазин или булочную и он сразу же пообедав и отдохнув мог садиться за тетрадки с письменными работами или за конспекты лекций,notLF
1238, Однажды Лариса Васильевна нашла в кухне две его скомканные рубахи выстирала и выгладила их и когда он вернулся они лежали на столе пухлые и еще чуть теплые от утюга,notLF
1239, В этот раз Устиев сам зашел к ней когда Лариса Васильевна сидела над версткой,notLF
1240, Извините меня Лариса Васильевна сказал он очень серьезно,notLF
1241, Я конечно тронут вашим вниманием но прошу вас никогда больше не делайте этого иначе мне придется отказаться от вашей помощи,notLF
1242, А мне это было бы сейчас не только трудно но если признаться то и больно,notLF
1243, Что такое встревожилась Лариса Васильевна,notLF
1244, Что такое я сделала,notLF
1245, Знаете ли я так сказать по-товарищески просил вас помогать мне немного по хозяйству но уж никак не заниматься такими делами как стирка,notLF
1246, Разве я плохо выстирала спросила она,notLF
1247, Дело не в этом просто впредь не делайте этого никогда пожалуйста,notLF
1248, Но почему же,notLF
1249, Конечно если бы мне это было трудно или неприятно я бы не сделала этого,notLF
1250, Вы удивительная сказал Устиев вы совсем как ваша мать,notLF
1251, Но этого Лариса Васильевна не расслышала он произнес это тихо может быть только для самого себя,notLF
1252, Знаете сказала однажды Людмила Петровна Волжина звонко знаете Ларисочка в литературе так часто рассказывается о добре о хорошем разве это не было бы добрым и хорошим если бы Павел Николаевич Устиев оценил бы какое вы золото и какое у вас сердце и вам обоим не было бы так одиноко,notLF
1253, Что вы отозвалась Лариса Васильевна испуганно что вы говорите Людмила Петровна ведь я просто от души отношусь к нему так и ничего другого быть не может,notLF
1254, Ах зачем вы говорите так,notLF
1255, Но Людмила Петровна обняла ее она была ниже и ее круглые блестящие глаза смотрели снизу она взяла ее обеими руками за голову наклонила и поцеловала в обе щеки,notLF
1256, Ничего то вы не понимаете сказала она только,notLF
1257, А женщина должна за собой следить и причесываетесь вы бог знает как не идет вам эта прическа зачем вы так плоско приглаживаете волосы,notLF
1258, Все зеркала когда молодость постепенно уходит фальшивят но все же когда Лариса Васильевна зашла раз в парикмахерскую и парикмахер долго примерял какая прическа пойдет ей лучше все же зеркало сделало на этот раз поблажку так со взбитыми волосами собранными сзади в тугой узел она выглядела моложе а если думать о хорошем то и лицо оживляется оно не кажется вялым хорошее расправляет его,notLF
1259, Все же и Людмила Петровна уже научившая ее как править корректуру такое хорошее и доброе в ее жизни и печальный стеснительный Устиев тоже доброе и не только доброе а может быть и большее но об этом не нужно думать пусть это останется глубоко в душе пусть никто никогда не узнает об этом даже зоркая Людмила Петровна,notLF
1260, Был уже конец мая на рынке появились первые овощи привезенные с юга появилась вдруг цветная капуста и Лариса Васильевна купила два кочана развела масло с сухарями все стояло готовое на плите и Устиеву оставалось только разогреть когда он вернется,LF
1261, Устиев вернулся после шести а Лариса Васильевна сидела в своей комнате над версткой и представляла себе как он зажжет газ удивится цветной капусте и наверно покачает головой где только она достает это,LF
1262, Майские сумерки пришли поздно и это были даже не сумерки а просто нежный голубоватый дымок слабо приникающий к окнам,notLF
1263, Когда Лариса Васильевна понесла Волжиной вычитанную верстку она встретила на лестнице Устиева,notLF
1264, Ей показалось однако что он никуда не уходит и ниоткуда не возвращается а стоит на лестнице словно дожидаясь кого-то,notLF
1265, Вот уже и лето сказал он когда она поднялась на площадку на которой он стоял,notLF
1266, Через месяц у меня отпуск поеду куда-нибудь к морю поеду куда-нибудь на Балтику или на Белое море,notLF
1267, Вам нужно отдохнуть Павел Николаевич отозвалась она,notLF
1268, Ведь вы даже по вечерам заняты прямо не представишь себе как у вас хватает сил для вечерних курсов,notLF
1269, Она хотела было спросить понравилась ли ему цветная капуста но он сказал сам Избаловали вы меня Лариса Васильевна так избаловали что не знаю теперь как мне и жить,notLF
1270, Знаете когда встречаешь человеческую душу в которой заключено столько добра то просто пугаешься что можешь утратить это,notLF
1271, Поезжайте все-таки лучше на Балтику сказала она недослышав,notLF
1272, Все-таки нужно тепло зима у нас долгая,notLF
1273, Она пошла наверх по лестнице а он остался стоять на площадке,LF
1274, Людмила Петровна открыла ей дверь и взяла из ее рук верстку,notLF
1275, Что же сказала она просматривая листы вот вы и научились ставить корректурные знаки хорошо замечаете ошибки и опечатки теперь вам остается научиться еще одному искусству,notLF
1276, Лариса Васильевна вопросительно посмотрела на нее,notLF
1277, Научиться и в жизни находить все погрешности и опечатки и стараться по возможности исправлять их,notLF
1278, Она говорила чуть загадочно своим отчетливым голосом может быть она знала что Павел Николаевич Устиев стоял на площадке лестницы может быть она знала то о чем никто не должен был знать даже она Людмила Петровна с ее сочувственной душой,LF
1279, Ах какая это прекрасная вещь жизнь моя милая сказала она и ни один писатель не описал еще как следует какая это прекрасная вещь да этого впрочем никогда и не напишешь,notLF
1280, Лариса Васильевна взяла следующие листы верстки и понесла их к себе,notLF
1281, Ей показалось странным что Устиев все еще стоит на площадке темнеющей лестницы,LF
1282, Пожалуй вы правы сказал он словно она никуда не уходила пожалуй вы правы,notLF
1283, На Балтике все-таки потеплее чем на Белом море,notLF
1284, И Лариса Васильевна сама не поняла почему не занесла домой верстку а спустилась вместе с Устиевым по лестнице и они вышли вместе и пошли в глубину майских сумерек,notLF
1285, Но самое для нее непонятное было то что она все слышит слышит весь мир с его запахами и красками и ни краскам ни запахам не нужно напрягать голоса чтобы она услышала их,notLF
1286, Обратная реакция,notLF
1287, У России под боком заложена мина замедленного действия бывший Семипалатинский ядерный полигон,notLF
1288, Происходящие там загадочные термальные процессы могут быть следствием испытаний атомного оружия,notLF
1289, Ученые Казахстанского института космических исследований зафиксировали на территории бывшего Семипалатинского ядерного полигона аномальную термальную зону температура почвы внутри которой в среднем на 10 градусов выше чем на примыкающей территории,LF
1290, И что самое шокирующее термальное пятно как бы блуждает по территории полигона перемещаясь под действием каких-то неизвестных науке факторов,notLF
1291, Ученые настаивают что для определения природы аномальной зоны под Семипалатинском следует начать в самое ближайшее время масштабные исследования с привлечением физиков геологов гидрогеологов и биологов,LF
1292, Ведь пятно о котором идет речь имеет площадь около 4 тысяч кв. км а это почти четверть от всей территории полигона,LF
1293, Проведение экспедиции с участием специалистов из Казахстана России США и Японии запланировано уже на середину этого года,LF
1294, Летучий семипалатинец,notLF
1295, Термальная аномалия была выявлена случайно рассказал Итогам вице-президент Академии наук Республики Казахстан директор Института космических исследований Умирзак Султангазин,LF
1296, Виновником открытия стало министерство сельского хозяйства Казахстана заказавшее в 1997 году исследования снежного покрова для вычисления водного баланса в грядущем сезоне,LF
1297, При помощи аппаратуры установленной на американском спутнике NOAA были получены снимки Семипалатинского полигона,notLF
1298, На них среди белого снега отчетливо просматривалось черное пятно,LF
1299, Проанализировав непонятные снимки ученые решили повторить съемку,notLF
1300, На этот раз None в инфракрасном диапазоне,notLF
1301, Это позволило определить температуру почвы пятна,notLF
1302, Правда попытки определить разницу температур в летнем сезоне не принесли никаких результатов говорит Умирзак Султангазин,LF
1303, Как и везде вокруг почва пятна прогревается до температуры около 50 градусов,notLF
1304, Однако мы наблюдаем определенные сезонные и межсезонные вариации в интенсивности и масштабах температурных аномалий причины которых для нас не ясны,notLF
1305, Термальная зона по своему поведению пока остается для ученых необъяснимым природным явлением,notLF
1306, Это признает и исполняющий обязанности генерального директора Национального ядерного центра Республики Казахстан Шамиль Тухватулин,LF
